transaction_id,customer_id,customer_name,product_id,price,product_name,category,purchase_location,city,transaction_date,quantity,payment_method,discount,email,phone,payment_status,masked_email,masked_phone,revenue
2307,100,Thomas Walker,102,70000.0,Phone,Electronics,online,Delhi,2025-04-24,4,Cash,0.1,ThomasWalker@yahoo.com,6417134824,successful,Tho*********@yahoo.com,64******24,279999.9
2308,975,Jacqueline Doyle,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2025-06-21,3,UPI,0.35,JacquelineDoyle@outlook.com,8114950490,successful,Jac************@outlook.com,81******90,44999.65
2308,975,Jacqueline Doyle,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2025-06-21,3,UPI,0.35,JacquelineDoyle@outlook.com,8114950490,failed,Jac************@outlook.com,81******90,44999.65
2309,990,Carmen Bradford,107,50000.0,Dining Table,Furniture,online,Hyderabad,2025-08-12,5,Card,0.2,CarmenBradford@gmail.com,7317814862,successful,Car***********@gmail.com,73******62,249999.8
2310,488,Kathy Henry,107,50000.0,Dining Table,Furniture,offline,Chennai,2025-05-18,2,Cash,0.35,KathyHenry@outlook.com,7370097501,successful,Kat*******@outlook.com,73******01,99999.65
2311,37,Joshua Nunez,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-06-01,2,Cash,0.1,JoshuaNunez@yahoo.com,8587718785,successful,Jos********@yahoo.com,85******85,99999.9
2312,691,Clayton Miles,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2025-05-03,4,Card,0.4,ClaytonMiles@gmail.com,6887134137,successful,Cla*********@gmail.com,68******37,259999.6
2313,116,Doris Banks,102,70000.0,Phone,Electronics,offline,Delhi,2025-12-25,4,Card,0.05,DorisBanks@yahoo.com,9354316106,successful,Dor*******@yahoo.com,93******06,279999.95
2313,116,Doris Banks,102,70000.0,Phone,Electronics,offline,Delhi,2025-12-25,4,Card,0.05,DorisBanks@yahoo.com,9354316106,failed,Dor*******@yahoo.com,93******06,279999.95
2314,144,Amber Boyd,107,50000.0,Dining Table,Furniture,online,Mumbai,2025-12-26,5,NetBanking,0.35,Amber13@gmail.com,9100165581,successful,Amb****@gmail.com,91******81,249999.65
2315,235,Robyn Rodriguez,103,1300.0,Shirt,Clothing,offline,Mumbai,2026-01-09,2,Card,0.15,RobynRodriguez@outlook.com,6057149697,successful,Rob***********@outlook.com,60******97,2599.85
2316,885,Alexander Jacobs,106,80000.0,Sofa,Furniture,online,Delhi,2025-12-31,1,Card,0.4,AlexanderJacobs@yahoo.com,6336336172,successful,Ale************@yahoo.com,63******72,79999.6
2317,227,Tracey Garcia,110,45000.0,Microwave,Home Appliances,offline,Bangalore,2025-07-26,5,NetBanking,0.3,TraceyGarcia@gmail.com,8252066120,successful,Tra*********@gmail.com,82******20,224999.7
2317,227,Tracey Garcia,110,45000.0,Microwave,Home Appliances,offline,Bangalore,2025-07-26,5,NetBanking,0.3,TraceyGarcia@gmail.com,8252066120,failed,Tra*********@gmail.com,82******20,224999.7
2318,807,Steven Li,101,250000.0,Laptop,Electronics,offline,Mumbai,2025-11-14,3,NetBanking,0.2,StevenLi@outlook.com,6932032530,successful,Ste*****@outlook.com,69******30,749999.8
2319,192,Nina Robinson,106,80000.0,Sofa,Furniture,online,Bangalore,2026-01-22,2,Card,0.1,Nina44@gmail.com,6234197116,successful,Nin***@gmail.com,62******16,159999.9
2319,192,Nina Robinson,106,80000.0,Sofa,Furniture,online,Bangalore,2026-01-22,2,Card,0.1,Nina44@gmail.com,6234197116,failed,Nin***@gmail.com,62******16,159999.9
2320,618,Alan Torres,103,1300.0,Shirt,Clothing,online,Chennai,2026-01-29,1,NetBanking,0.3,AlanTorres@yahoo.com,7353183305,successful,Ala*******@yahoo.com,73******05,1299.7
2321,824,Michael Vaughn,102,70000.0,Phone,Electronics,online,Chennai,2026-01-12,2,UPI,0.15,MichaelVaughn@outlook.com,8001278745,successful,Mic**********@outlook.com,80******45,139999.85
2322,763,David Howard,104,8000.0,Shoes,Clothing,online,Delhi,2025-10-06,1,UPI,0.35,DavidHoward@gmail.com,8607553189,successful,Dav********@gmail.com,86******89,7999.65
2323,172,Daniel Smith,101,250000.0,Laptop,Electronics,online,Delhi,2025-04-22,4,Card,0.3,Daniel30@gmail.com,6589542879,successful,Dan*****@gmail.com,65******79,999999.7
2324,558,Bryan Phelps,101,250000.0,Laptop,Electronics,online,Chennai,2026-03-12,3,UPI,0.2,BryanPhelps@gmail.com,8827603862,successful,Bry********@gmail.com,88******62,749999.8
2325,560,Anthony Lawrence,101,250000.0,Laptop,Electronics,online,Hyderabad,2025-08-19,1,NetBanking,0.2,AnthonyLawrence@gmail.com,7569957287,successful,Ant************@gmail.com,75******87,249999.8
2326,408,Hannah Russell,102,70000.0,Phone,Electronics,online,Hyderabad,2025-07-18,4,Card,0.1,HannahRussell@yahoo.com,9773223608,successful,Han**********@yahoo.com,97******08,279999.9
2327,187,Timothy Salazar,107,50000.0,Dining Table,Furniture,online,Bangalore,2026-01-19,1,Card,0.2,TimothySalazar@yahoo.com,9987961410,successful,Tim***********@yahoo.com,99******10,49999.8
2328,150,Donald Bradley,105,45000.0,Tv,Electronics,offline,Mumbai,2025-10-16,5,Cash,0.4,Donald58@gmail.com,6372599420,successful,Don*****@gmail.com,63******20,224999.6
2329,271,Jake Arnold,106,80000.0,Sofa,Furniture,online,Bangalore,2025-12-20,4,Cash,0.05,Jake57@gmail.com,9249102782,successful,Jak***@gmail.com,92******82,319999.95
2330,927,Bradley Sparks,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-11-21,1,Card,0.4,BradleySparks@gmail.com,8246590514,successful,Bra**********@gmail.com,82******14,64999.6
2331,550,Raymond Martinez,107,50000.0,Dining Table,Furniture,online,Chennai,2025-06-21,5,Cash,0.35,Raymond11@gmail.com,7127699650,successful,Ray******@gmail.com,71******50,249999.65
2332,672,Austin Perez,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2025-02-06,5,UPI,0.3,Austin35@gmail.com,6030034218,successful,Aus*****@gmail.com,60******18,74999.7
2333,948,Deborah Payne,102,70000.0,Phone,Electronics,offline,Mumbai,2025-04-24,4,Card,0.3,DeborahPayne@yahoo.com,6336002428,successful,Deb*********@yahoo.com,63******28,279999.7
2334,340,Paul Smith,109,65000.0,Refrigerator,Home Appliances,offline,Chennai,2025-12-18,5,Card,0.15,PaulSmith@yahoo.com,7280629550,successful,Pau******@yahoo.com,72******50,324999.85
2335,348,James Nash,104,8000.0,Shoes,Clothing,online,Chennai,2025-08-21,4,Card,0.25,James62@gmail.com,7753726437,successful,Jam****@gmail.com,77******37,31999.75
2336,428,Michelle Rogers,107,50000.0,Dining Table,Furniture,offline,Bangalore,2026-01-29,1,Cash,0.25,Michelle25@gmail.com,9287510299,successful,Mic*******@gmail.com,92******99,49999.75
2337,709,Mike Roberts,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2026-10-04,4,UPI,0.3,MikeRoberts@yahoo.com,7700185792,successful,Mik********@yahoo.com,77******92,59999.7
2338,103,Mathew Perkins,101,250000.0,Laptop,Electronics,online,Delhi,2026-01-20,2,UPI,0.25,MathewPerkins@outlook.com,8271218766,successful,Mat**********@outlook.com,82******66,499999.75
2339,100,Thomas Walker,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2026-04-16,4,NetBanking,0.4,ThomasWalker@yahoo.com,6417134824,successful,Tho*********@yahoo.com,64******24,259999.6
2340,521,Christopher Colon,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2026-12-04,5,NetBanking,0.3,ChristopherColon@gmail.com,9064299928,successful,Chr*************@gmail.com,90******28,224999.7
2340,521,Christopher Colon,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2026-12-04,5,NetBanking,0.3,ChristopherColon@gmail.com,9064299928,failed,Chr*************@gmail.com,90******28,224999.7
2341,457,Cathy Harris,104,8000.0,Shoes,Clothing,offline,Hyderabad,2026-03-31,4,UPI,0.3,Cathy90@gmail.com,8396657576,successful,Cat****@gmail.com,83******76,31999.7
2342,781,Connor Farrell,110,45000.0,Microwave,Home Appliances,online,Mumbai,2025-05-14,1,UPI,0.15,Connor17@gmail.com,9301023407,successful,Con*****@gmail.com,93******07,44999.85
2343,441,Austin Bowman,104,8000.0,Shoes,Clothing,online,Bangalore,2025-01-11,2,UPI,0.05,AustinBowman@gmail.com,9503885527,successful,Aus*********@gmail.com,95******27,15999.95
2344,495,John Cummings,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-06-13,3,Cash,0.3,JohnCummings@yahoo.com,8883507125,successful,Joh*********@yahoo.com,88******25,194999.7
2345,890,Holly Mckay,103,1300.0,Shirt,Clothing,offline,Chennai,2026-01-28,5,Cash,0.3,HollyMckay@yahoo.com,6608746494,successful,Hol*******@yahoo.com,66******94,6499.7
2346,533,Andrew Riggs,108,15000.0,Mixer Grinder,Home Appliances,online,Chennai,2025-10-08,4,NetBanking,0.3,Andrew21@gmail.com,9408130577,successful,And*****@gmail.com,94******77,59999.7
2347,297,Susan Hill,103,1300.0,Shirt,Clothing,offline,Delhi,2025-07-26,2,NetBanking,0.05,SusanHill@outlook.com,6962432263,successful,Sus******@outlook.com,69******63,2599.95
2348,911,Kelly Le,103,1300.0,Shirt,Clothing,offline,Delhi,2026-01-20,5,Card,0.35,KellyLe@outlook.com,6813665769,successful,Kel****@outlook.com,68******69,6499.65
2349,98,Cindy Mueller,110,45000.0,Microwave,Home Appliances,online,Chennai,2026-02-22,3,UPI,0.3,CindyMueller@outlook.com,7228634089,successful,Cin*********@outlook.com,72******89,134999.7
2350,864,Cameron Black,110,45000.0,Microwave,Home Appliances,offline,Chennai,2025-05-10,1,Cash,0.05,CameronBlack@yahoo.com,9938169477,successful,Cam*********@yahoo.com,99******77,44999.95
2351,135,Daniel Wallace,103,1300.0,Shirt,Clothing,online,Bangalore,2025-08-25,3,Card,0.15,DanielWallace@yahoo.com,8993443314,successful,Dan**********@yahoo.com,89******14,3899.85
2351,135,Daniel Wallace,103,1300.0,Shirt,Clothing,online,Bangalore,2025-08-25,3,Card,0.15,DanielWallace@yahoo.com,8993443314,failed,Dan**********@yahoo.com,89******14,3899.85
2352,160,Eric Richardson,104,8000.0,Shoes,Clothing,offline,Bangalore,2025-08-09,4,Card,0.3,EricRichardson@gmail.com,9732629726,successful,Eri***********@gmail.com,97******26,31999.7
2353,631,Colin Holt,103,1300.0,Shirt,Clothing,online,Bangalore,2025-09-25,5,Cash,0.25,Colin28@gmail.com,7857307740,successful,Col****@gmail.com,78******40,6499.75
2354,8,Francisco Suarez,104,8000.0,Shoes,Clothing,online,Hyderabad,2025-08-31,2,NetBanking,0.2,FranciscoSuarez@gmail.com,9716873830,successful,Fra************@gmail.com,97******30,15999.8
2355,238,Zachary Hooper,103,1300.0,Shirt,Clothing,offline,Bangalore,2025-05-05,3,Card,0.25,ZacharyHooper@gmail.com,7936610012,successful,Zac**********@gmail.com,79******12,3899.75
2356,432,Charles Nelson,102,70000.0,Phone,Electronics,offline,Mumbai,2026-09-03,1,Card,0.3,CharlesNelson@yahoo.com,9047961774,successful,Cha**********@yahoo.com,90******74,69999.7
2357,813,John Harris,102,70000.0,Phone,Electronics,offline,Chennai,2025-08-18,3,Card,0.2,JohnHarris@gmail.com,9597553148,successful,Joh*******@gmail.com,95******48,209999.8
2358,657,Carly Lucas,110,45000.0,Microwave,Home Appliances,offline,Hyderabad,2025-10-09,3,Card,0.2,CarlyLucas@yahoo.com,7429202685,successful,Car*******@yahoo.com,74******85,134999.8
2359,329,William Jackson,108,15000.0,Mixer Grinder,Home Appliances,offline,Mumbai,2026-01-28,3,Card,0.3,WilliamJackson@outlook.com,7805292206,successful,Wil***********@outlook.com,78******06,44999.7
2360,661,Jennifer Cooper,102,70000.0,Phone,Electronics,online,Chennai,2025-07-28,3,Cash,0.2,JenniferCooper@outlook.com,8051514609,successful,Jen***********@outlook.com,80******09,209999.8
2361,811,Mike Matthews,103,1300.0,Shirt,Clothing,offline,Bangalore,2025-08-30,2,UPI,0.35,Mike25@gmail.com,9818322802,successful,Mik***@gmail.com,98******02,2599.65
2362,502,Amy Stewart,103,1300.0,Shirt,Clothing,offline,Delhi,2025-08-14,3,Cash,0.05,AmyStewart@gmail.com,9928097862,successful,Amy*******@gmail.com,99******62,3899.95
2363,586,Michael Mason,105,45000.0,Tv,Electronics,offline,Delhi,2026-01-15,2,NetBanking,0.2,MichaelMason@outlook.com,7068178672,successful,Mic*********@outlook.com,70******72,89999.8
2364,167,Madison Gentry,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2025-07-14,4,Cash,0.2,MadisonGentry@yahoo.com,6300464928,successful,Mad**********@yahoo.com,63******28,259999.8
2365,477,Willie Mata,101,250000.0,Laptop,Electronics,online,Hyderabad,2025-07-24,4,Cash,0.2,WillieMata@outlook.com,8602810729,successful,Wil*******@outlook.com,86******29,999999.8
2366,894,Felicia Rollins,110,45000.0,Microwave,Home Appliances,offline,Bangalore,2026-02-02,4,NetBanking,0.2,FeliciaRollins@yahoo.com,8831488195,successful,Fel***********@yahoo.com,88******95,179999.8
2367,347,David Medina,110,45000.0,Microwave,Home Appliances,offline,Delhi,2025-11-03,4,NetBanking,0.2,DavidMedina@outlook.com,9190354389,successful,Dav********@outlook.com,91******89,179999.8
2368,576,Angela Weiss,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2025-08-11,4,NetBanking,0.15,AngelaWeiss@yahoo.com,6433163539,successful,Ang********@yahoo.com,64******39,59999.85
2369,424,Tiffany Williams,110,45000.0,Microwave,Home Appliances,offline,Chennai,2025-08-22,3,Cash,0.35,Tiffany91@gmail.com,8805972793,successful,Tif******@gmail.com,88******93,134999.65
2370,886,Ashley Gamble,108,15000.0,Mixer Grinder,Home Appliances,online,Bangalore,2025-09-24,1,NetBanking,0.1,AshleyGamble@gmail.com,7217933316,successful,Ash*********@gmail.com,72******16,14999.9
2371,854,Dennis Dorsey,103,1300.0,Shirt,Clothing,online,Hyderabad,2025-08-29,3,Cash,0.35,DennisDorsey@yahoo.com,7070302116,successful,Den*********@yahoo.com,70******16,3899.65
2372,446,Scott Smith,107,50000.0,Dining Table,Furniture,online,Bangalore,2025-10-31,5,NetBanking,0.3,Scott26@gmail.com,8592390183,successful,Sco****@gmail.com,85******83,249999.7
2373,549,Jacob Hopkins,110,45000.0,Microwave,Home Appliances,online,Bangalore,2026-04-05,4,Card,0.3,Jacob69@gmail.com,6812496590,successful,Jac****@gmail.com,68******90,179999.7
2374,657,Carly Lucas,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2025-11-23,1,Card,0.4,CarlyLucas@yahoo.com,7429202685,successful,Car*******@yahoo.com,74******85,14999.6
2375,290,Megan Carter,107,50000.0,Dining Table,Furniture,offline,Chennai,2026-01-24,1,Cash,0.25,MeganCarter@yahoo.com,6205851923,successful,Meg********@yahoo.com,62******23,49999.75
2375,290,Megan Carter,107,50000.0,Dining Table,Furniture,offline,Chennai,2026-01-24,1,Cash,0.25,MeganCarter@yahoo.com,6205851923,failed,Meg********@yahoo.com,62******23,49999.75
2376,33,John Sullivan,101,250000.0,Laptop,Electronics,offline,Hyderabad,2025-06-17,2,Card,0.3,JohnSullivan@outlook.com,7339669763,successful,Joh*********@outlook.com,73******63,499999.7
2377,727,Rodney Simmons,102,70000.0,Phone,Electronics,offline,Bangalore,2025-08-07,2,Cash,0.4,RodneySimmons@outlook.com,7718353682,successful,Rod**********@outlook.com,77******82,139999.6
2377,727,Rodney Simmons,102,70000.0,Phone,Electronics,offline,Bangalore,2025-08-07,2,Cash,0.4,RodneySimmons@outlook.com,7718353682,failed,Rod**********@outlook.com,77******82,139999.6
2378,184,Katherine Jones,104,8000.0,Shoes,Clothing,offline,Hyderabad,2025-06-28,4,Card,0.4,KatherineJones@yahoo.com,8990091838,successful,Kat***********@yahoo.com,89******38,31999.6
2379,748,Sabrina Hopkins,105,45000.0,Tv,Electronics,offline,Chennai,2025-12-07,4,UPI,0.25,SabrinaHopkins@yahoo.com,7164714790,successful,Sab***********@yahoo.com,71******90,179999.75
2380,74,David Alvarez,107,50000.0,Dining Table,Furniture,online,Delhi,2025-11-10,4,UPI,0.35,DavidAlvarez@yahoo.com,9554845242,successful,Dav*********@yahoo.com,95******42,199999.65
2381,72,Michael Wood,107,50000.0,Dining Table,Furniture,offline,Chennai,2025-08-29,4,NetBanking,0.4,Michael77@gmail.com,8385570077,successful,Mic******@gmail.com,83******77,199999.6
2382,624,Hannah Munoz,106,80000.0,Sofa,Furniture,online,Chennai,2025-06-09,3,NetBanking,0.35,HannahMunoz@yahoo.com,7662629338,successful,Han********@yahoo.com,76******38,239999.65
2383,259,Kevin Ramirez,105,45000.0,Tv,Electronics,online,Hyderabad,2025-12-27,2,NetBanking,0.2,KevinRamirez@outlook.com,8654718185,successful,Kev*********@outlook.com,86******85,89999.8
2384,162,Kirsten Thomas,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-05-09,3,NetBanking,0.05,KirstenThomas@yahoo.com,9723010018,successful,Kir**********@yahoo.com,97******18,194999.95
2385,398,Michele Sanchez,109,65000.0,Refrigerator,Home Appliances,online,Bangalore,2025-08-06,5,Cash,0.4,MicheleSanchez@outlook.com,6047184961,successful,Mic***********@outlook.com,60******61,324999.6
2386,903,Susan Nicholson,108,15000.0,Mixer Grinder,Home Appliances,online,Mumbai,2025-07-17,1,Card,0.4,SusanNicholson@yahoo.com,9633103859,successful,Sus***********@yahoo.com,96******59,14999.6
2387,476,Jill Bryant,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-08-11,2,Card,0.15,JillBryant@gmail.com,6887759421,successful,Jil*******@gmail.com,68******21,129999.85
2388,872,David Miller,107,50000.0,Dining Table,Furniture,online,Mumbai,2026-02-15,2,NetBanking,0.05,DavidMiller@yahoo.com,8702050205,successful,Dav********@yahoo.com,87******05,99999.95
2388,872,David Miller,107,50000.0,Dining Table,Furniture,online,Mumbai,2026-02-15,2,NetBanking,0.05,DavidMiller@yahoo.com,8702050205,failed,Dav********@yahoo.com,87******05,99999.95
2389,10,Tracy Olson,107,50000.0,Dining Table,Furniture,online,Delhi,2026-02-18,3,UPI,0.3,TracyOlson@yahoo.com,6972129098,successful,Tra*******@yahoo.com,69******98,149999.7
2390,400,Brenda Johnson,103,1300.0,Shirt,Clothing,offline,Chennai,2025-08-11,4,UPI,0.25,BrendaJohnson@yahoo.com,7955488393,successful,Bre**********@yahoo.com,79******93,5199.75
2391,9,Dillon Harris,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2025-05-18,4,Cash,0.2,Dillon63@gmail.com,8431965006,successful,Dil*****@gmail.com,84******06,259999.8
2392,825,Jose Rodriguez,105,45000.0,Tv,Electronics,offline,Bangalore,2025-05-18,2,UPI,0.1,JoseRodriguez@outlook.com,9277458368,successful,Jos**********@outlook.com,92******68,89999.9
2393,581,Lindsey Tran,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2025-11-21,4,Card,0.15,Lindsey58@gmail.com,6225134624,successful,Lin******@gmail.com,62******24,59999.85
2394,564,Spencer Davis,105,45000.0,Tv,Electronics,offline,Chennai,2025-06-27,4,UPI,0.15,SpencerDavis@gmail.com,9733850711,successful,Spe*********@gmail.com,97******11,179999.85
2395,564,Spencer Davis,106,80000.0,Sofa,Furniture,offline,Chennai,2026-03-14,5,Cash,0.2,SpencerDavis@gmail.com,9733850711,successful,Spe*********@gmail.com,97******11,399999.8
2395,564,Spencer Davis,106,80000.0,Sofa,Furniture,offline,Chennai,2026-03-14,5,Cash,0.2,SpencerDavis@gmail.com,9733850711,failed,Spe*********@gmail.com,97******11,399999.8
2396,135,Daniel Wallace,110,45000.0,Microwave,Home Appliances,offline,Bangalore,2025-10-31,3,UPI,0.15,DanielWallace@yahoo.com,8993443314,successful,Dan**********@yahoo.com,89******14,134999.85
2397,255,Madison Tate,110,45000.0,Microwave,Home Appliances,offline,Bangalore,2025-11-29,4,Cash,0.05,MadisonTate@yahoo.com,7414976379,successful,Mad********@yahoo.com,74******79,179999.95
2398,208,Matthew Berry,101,250000.0,Laptop,Electronics,online,Hyderabad,2026-01-02,3,Cash,0.3,MatthewBerry@gmail.com,8863808727,successful,Mat*********@gmail.com,88******27,749999.7
2399,600,James Schaefer,106,80000.0,Sofa,Furniture,offline,Chennai,2025-09-20,4,NetBanking,0.25,James62@gmail.com,9201434220,successful,Jam****@gmail.com,92******20,319999.75
2400,652,Charles Fleming,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2025-09-03,1,Cash,0.15,CharlesFleming@yahoo.com,7387454499,successful,Cha***********@yahoo.com,73******99,14999.85
2401,193,Mary White,105,45000.0,Tv,Electronics,online,Bangalore,2025-12-19,1,NetBanking,0.1,MaryWhite@yahoo.com,8365367194,successful,Mar******@yahoo.com,83******94,44999.9
2402,133,Christy Stone,108,15000.0,Mixer Grinder,Home Appliances,offline,Chennai,2026-01-02,4,UPI,0.05,ChristyStone@outlook.com,6490965000,successful,Chr*********@outlook.com,64******00,59999.95
2403,384,Jeffrey Williams,101,250000.0,Laptop,Electronics,online,Mumbai,2025-10-19,4,Cash,0.2,JeffreyWilliams@outlook.com,6639911749,successful,Jef************@outlook.com,66******49,999999.8
2404,302,James Robles,101,250000.0,Laptop,Electronics,offline,Bangalore,2026-02-26,2,UPI,0.35,JamesRobles@gmail.com,6180165908,successful,Jam********@gmail.com,61******08,499999.65
2405,485,James Harris,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2025-06-27,3,NetBanking,0.05,JamesHarris@yahoo.com,8465057157,successful,Jam********@yahoo.com,84******57,194999.95
2406,143,Brian Johnson,106,80000.0,Sofa,Furniture,offline,Chennai,2025-11-19,2,NetBanking,0.1,BrianJohnson@yahoo.com,6408880131,successful,Bri*********@yahoo.com,64******31,159999.9
2407,869,Krystal Hudson,101,250000.0,Laptop,Electronics,offline,Mumbai,2025-08-16,3,Cash,0.4,KrystalHudson@yahoo.com,9639663079,successful,Kry**********@yahoo.com,96******79,749999.6
2408,337,Cameron Myers,103,1300.0,Shirt,Clothing,offline,Chennai,2026-03-02,4,NetBanking,0.2,Cameron63@gmail.com,8961771877,successful,Cam******@gmail.com,89******77,5199.8
2409,520,Holly Jackson,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2025-06-16,1,Cash,0.2,HollyJackson@outlook.com,8013465736,successful,Hol*********@outlook.com,80******36,44999.8
2410,390,Erika Knight,104,8000.0,Shoes,Clothing,offline,Mumbai,2025-12-20,5,NetBanking,0.15,Erika14@gmail.com,8802577025,successful,Eri****@gmail.com,88******25,39999.85
2412,89,Joseph Davis,108,15000.0,Mixer Grinder,Home Appliances,online,Hyderabad,2026-04-03,2,UPI,0.4,JosephDavis@yahoo.com,7335998548,successful,Jos********@yahoo.com,73******48,29999.6
2413,696,Kristen Lloyd,105,45000.0,Tv,Electronics,online,Mumbai,2025-08-09,2,Card,0.05,KristenLloyd@outlook.com,7284664445,successful,Kri*********@outlook.com,72******45,89999.95
2414,514,Joshua Cummings,101,250000.0,Laptop,Electronics,online,Chennai,2026-02-25,3,Cash,0.2,JoshuaCummings@gmail.com,9001958341,successful,Jos***********@gmail.com,90******41,749999.8
2415,375,Jessica Harrell,105,45000.0,Tv,Electronics,offline,Chennai,2025-12-23,2,UPI,0.4,JessicaHarrell@gmail.com,6145653067,successful,Jes***********@gmail.com,61******67,89999.6
2416,904,Audrey Skinner,107,50000.0,Dining Table,Furniture,offline,Bangalore,2026-01-14,2,UPI,0.35,AudreySkinner@yahoo.com,6596392073,successful,Aud**********@yahoo.com,65******73,99999.65
2417,153,Stephanie Hanna,102,70000.0,Phone,Electronics,offline,Hyderabad,2025-12-13,1,Cash,0.1,StephanieHanna@outlook.com,9697218701,successful,Ste***********@outlook.com,96******01,69999.9
2418,487,Mark Thompson,104,8000.0,Shoes,Clothing,offline,Hyderabad,2025-08-04,1,NetBanking,0.4,MarkThompson@yahoo.com,6856603888,successful,Mar*********@yahoo.com,68******88,7999.6
2419,988,John Thomas,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2025-10-18,4,UPI,0.35,John19@gmail.com,9168109139,successful,Joh***@gmail.com,91******39,59999.65
2420,884,Isaac Byrd,105,45000.0,Tv,Electronics,online,Delhi,2025-11-26,4,Card,0.3,IsaacByrd@gmail.com,6341934208,successful,Isa******@gmail.com,63******08,179999.7
2421,918,Grant Harris,109,65000.0,Refrigerator,Home Appliances,offline,Bangalore,2025-12-29,4,Cash,0.15,GrantHarris@outlook.com,9540714421,successful,Gra********@outlook.com,95******21,259999.85
2421,918,Grant Harris,109,65000.0,Refrigerator,Home Appliances,offline,Bangalore,2025-12-29,4,Cash,0.15,GrantHarris@outlook.com,9540714421,failed,Gra********@outlook.com,95******21,259999.85
2422,330,Don Thompson,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-06-02,2,Cash,0.15,DonThompson@outlook.com,8679021714,successful,Don********@outlook.com,86******14,129999.85
2423,248,Anthony Henry,106,80000.0,Sofa,Furniture,online,Hyderabad,2026-02-20,5,NetBanking,0.3,AnthonyHenry@yahoo.com,7055017330,successful,Ant*********@yahoo.com,70******30,399999.7
2424,640,Carrie Jacobson,102,70000.0,Phone,Electronics,offline,Bangalore,2025-05-15,3,NetBanking,0.05,CarrieJacobson@outlook.com,7271002507,successful,Car***********@outlook.com,72******07,209999.95
2425,14,Joseph Jones,108,15000.0,Mixer Grinder,Home Appliances,offline,Hyderabad,2026-01-02,3,UPI,0.3,JosephJones@gmail.com,8900905282,successful,Jos********@gmail.com,89******82,44999.7
2426,243,Christian Martin,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2026-02-08,4,UPI,0.2,ChristianMartin@yahoo.com,6377411962,successful,Chr************@yahoo.com,63******62,59999.8
2427,621,David Kline,110,45000.0,Microwave,Home Appliances,offline,Delhi,2025-05-21,3,Cash,0.25,DavidKline@outlook.com,8433726381,successful,Dav*******@outlook.com,84******81,134999.75
2428,800,Ricardo Arnold,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2025-05-25,4,NetBanking,0.25,RicardoArnold@outlook.com,9510528877,successful,Ric**********@outlook.com,95******77,179999.75
2429,724,Kimberly Winters,102,70000.0,Phone,Electronics,offline,Chennai,2025-05-05,3,NetBanking,0.2,Kimberly55@gmail.com,8442961493,successful,Kim*******@gmail.com,84******93,209999.8
2430,64,Sheri Osborne,104,8000.0,Shoes,Clothing,online,Mumbai,2026-09-04,2,UPI,0.1,Sheri53@gmail.com,7564569475,successful,She****@gmail.com,75******75,15999.9
2431,761,Larry Yates,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2026-03-12,1,NetBanking,0.3,LarryYates@gmail.com,6304241557,successful,Lar*******@gmail.com,63******57,64999.7
2432,824,Michael Vaughn,107,50000.0,Dining Table,Furniture,online,Chennai,2026-03-21,2,Card,0.25,MichaelVaughn@outlook.com,8001278745,successful,Mic**********@outlook.com,80******45,99999.75
2433,905,Katie George,110,45000.0,Microwave,Home Appliances,online,Hyderabad,2025-05-19,5,NetBanking,0.25,KatieGeorge@gmail.com,6926102952,successful,Kat********@gmail.com,69******52,224999.75
2434,361,Daniel Williams,107,50000.0,Dining Table,Furniture,offline,Delhi,2025-10-03,2,Cash,0.3,DanielWilliams@yahoo.com,9858967366,successful,Dan***********@yahoo.com,98******66,99999.7
2435,370,Jessica Moreno,104,8000.0,Shoes,Clothing,online,Delhi,2025-09-19,3,Card,0.4,JessicaMoreno@gmail.com,8989403938,successful,Jes**********@gmail.com,89******38,23999.6
